Case_ID;57b428a6cef25a0a0d6681ac;;;;;;;;;;;;;;;;;;;;;;;;;;
Variant_ID;57b43118cef25a0a0d6681b1;;;;;;;;;;;;;;;;;;;;;;;;;;
Type;Buildings;;;;;;;;;;;;;;;;;;;;;;;;;;
building_ID;street_name;zip_code;footprint_area;building_type;amount_of_units;function;building_year;average_height(m);levels;building_style;roof_material;window_overall_ratio;EPCscore;heating_system;glazing_type;ventilation_type;wall_U;window_U;roof_U;occupants;heated_floor_area(m2);rent_per_month(euro);cost_electricity(euro/year);cost_district_heating(euro/year);cost_natural_gas(euro/year);cost_other_fuel(euro/year);operating_and_maintenance_costs(euro/year)
11Y;Rik Woutersstraat;2020;65,58;SFH terraced;1;residential;1950;7,02;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
11Z;Jules De Bruyckerstraat;2020;64,37;SFH terraced;1;residential;1950;6,88;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12A;Piet Verhaertstraat;2020;72,75;SFH terraced;1;residential;1954;7,17;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12AF;Sint-Bernardsesteenweg;2020;123,48;SFH terraced;1;residential;1954;12,53;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12C;Piet Verhaertstraat;2020;73,83;SFH terraced;1;residential;1954;6,91;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12D;Piet Verhaertstraat;2020;59,88;SFH terraced;1;residential;1954;7,03;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12E;Piet Verhaertstraat;2020;77,72;SFH terraced;1;residential;1954;6,72;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12F;Piet Verhaertstraat;2020;71,81;SFH terraced;1;residential;1954;6,91;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12H;Piet Verhaertstraat;2020;71,86;SFH terraced;1;residential;1954;7,01;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12I;Piet Verhaertstraat;2020;71,53;SFH terraced;1;residential;1954;6,76;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12J;Piet Verhaertstraat;2020;70,46;SFH terraced;1;residential;1954;6,93;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12K;Piet Verhaertstraat;2020;71,85;SFH terraced;1;residential;1954;7,09;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12L;Piet Verhaertstraat;2020;72,82;SFH terraced;1;residential;1954;6,93;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12M;Piet Verhaertstraat;2020;75,05;SFH terraced;1;residential;1954;7,15;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12N;Piet Verhaertstraat;2020;74,98;SFH terraced;1;residential;1954;6,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12O;Piet Verhaertstraat;2020;78,09;SFH terraced;1;residential;1954;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12P;Piet Verhaertstraat;2020;69,45;SFH terraced;1;residential;1954;6,91;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12Q;Piet Verhaertstraat;2020;84,22;SFH terraced;1;residential;1954;6,87;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12R;Piet Verhaertstraat;2020;78,83;SFH terraced;1;residential;1954;6,95;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12S;Piet Verhaertstraat;2020;71,26;SFH terraced;1;residential;1954;6,97;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12V;Sint-Bernardsesteenweg;2020;118,50;SFH terraced;1;residential;1954;13,75;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12Y;Sint-Bernardsesteenweg;2020;95,48;SFH terraced;1;residential;1954;10,35;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12Z;Sint-Bernardsesteenweg;2020;287,41;SFH terraced;1;mixed (residential, commercial);1954;10,55;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13A;Zaanstraat;2020;65,45;SFH terraced;1;residential;1955;8,73;1;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AH;Zaanstraat;2020;67,50;SFH terraced;1;residential;1955;8,94;1;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13H;Zaanstraat;2020;63,54;SFH terraced;1;residential;1955;8,72;1;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AA;Sint-Bernardsesteenweg;2020;260,41;SFH terraced;1;mixed (residential, bar);1955;11,87;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AB;Sint-Bernardsesteenweg;2020;59,90;SFH terraced;1;residential;1955;10,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AC;Sint-Bernardsesteenweg;2020;116,48;SFH terraced;1;residential;1955;10,55;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AD;Sint-Bernardsesteenweg;2020;75,98;SFH terraced;1;residential;1955;9,86;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AE;Sint-Bernardsesteenweg;2020;122,38;SFH terraced;1;mixed (residential, services);1955;9,90;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AF;Sint-Bernardsesteenweg;2020;90,19;SFH terraced;1;mixed (residential, commercial);1955;12,41;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AM;Zaanstraat;2020;69,48;SFH terraced;1;residential;1955;7,03;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13B;Zaanstraat;2020;72,55;SFH terraced;1;residential;1955;8,74;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13C;Zaanstraat;2020;67,44;SFH terraced;1;residential;1955;11,24;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13D;Zaanstraat;2020;75,78;SFH terraced;1;residential;1955;7,09;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13I;Zaanstraat;2020;80,10;SFH terraced;1;residential;1955;12,16;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13L;Eugeen Laermansstraat;2020;74,27;SFH terraced;1;residential;1955;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13M;Eugeen Laermansstraat;2020;65,58;SFH terraced;1;residential;1955;6,98;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13N;Eugeen Laermansstraat;2020;78,74;SFH terraced;1;residential;1955;6,99;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13O;Eugeen Laermansstraat;2020;67,97;SFH terraced;1;residential;1955;7,00;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13P;Eugeen Laermansstraat;2020;74,30;SFH terraced;1;residential;1955;6,82;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13Q;Eugeen Laermansstraat;2020;74,30;SFH terraced;1;residential;1955;6,88;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13R;Eugeen Laermansstraat;2020;68,90;SFH terraced;1;residential;1955;6,94;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13S;Eugeen Laermansstraat;2020;66,64;SFH terraced;1;residential;1955;7,00;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13T;Eugeen Laermansstraat;2020;82,25;SFH terraced;1;residential;1955;7,01;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AI;Zaanstraat;2020;81,34;SFH terraced;1;residential;1955;13,39;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AJ;Zaanstraat;2020;54,99;SFH terraced;1;residential;1955;9,62;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AK;Zaanstraat;2020;69,30;SFH terraced;1;residential;1955;10,62;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AL;Zaanstraat;2020;71,46;SFH terraced;1;residential;1955;8,74;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13AN;Zaanstraat;2020;65,78;SFH terraced;1;residential;1955;8,88;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13E;Zaanstraat;2020;82,57;SFH terraced;1;residential;1955;10,88;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13G;Zaanstraat;2020;55,54;SFH terraced;1;residential;1955;8,80;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13J;Zaanstraat;2020;80,08;SFH terraced;1;residential;1955;11,20;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13W;Sint-Bernardsesteenweg;2020;141,86;SFH terraced;1;residential;1955;13,26;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13Y;Sint-Bernardsesteenweg;2020;109,24;SFH terraced;1;mixed (residential, commercial);1955;11,59;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16O;Eugeen Laermansstraat;2020;64,19;SFH terraced;1;residential;1962;6,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16Q;Eugeen Laermansstraat;2020;65,80;SFH terraced;1;residential;1962;6,79;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16R;Eugeen Laermansstraat;2020;57,06;SFH terraced;1;residential;1962;6,87;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16S;Eugeen Laermansstraat;2020;64,76;SFH terraced;1;residential;1962;6,86;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16T;Eugeen Laermansstraat;2020;61,10;SFH terraced;1;residential;1962;6,79;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16U;Eugeen Laermansstraat;2020;64,23;SFH terraced;1;residential;1962;6,89;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16V;Eugeen Laermansstraat;2020;64,90;SFH terraced;1;residential;1962;6,88;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16W;Eugeen Laermansstraat;2020;55,33;SFH terraced;1;residential;1962;6,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16X;Eugeen Laermansstraat;2020;54,85;SFH terraced;1;residential;1962;6,87;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16Y;Eugeen Laermansstraat;2020;66,69;SFH terraced;1;residential;1962;6,87;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BC;Frans Hensstraat;2020;52,77;SFH terraced;1;residential;1962;6,85;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BD;Frans Hensstraat;2020;52,75;SFH terraced;1;residential;1962;6,92;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BE;Frans Hensstraat;2020;52,91;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BF;Frans Hensstraat;2020;53,10;SFH terraced;1;residential;1962;6,90;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BH;Frans Hensstraat;2020;52,90;SFH terraced;1;residential;1962;6,87;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BI;Frans Hensstraat;2020;62,29;SFH terraced;1;residential;1962;6,80;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BK;Frans Hensstraat;2020;63,83;SFH terraced;1;residential;1962;6,80;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BL;Frans Hensstraat;2020;52,77;SFH terraced;1;residential;1962;6,92;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BP;Frans Hensstraat;2020;52,72;SFH terraced;1;residential;1962;6,84;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16BR;Frans Hensstraat;2020;52,70;SFH terraced;1;residential;1962;6,85;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AA;Henri Evenepoelstraat;2020;64,40;SFH terraced;1;residential;1962;6,77;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AB;Henri Evenepoelstraat;2020;63,45;SFH terraced;1;residential;1962;6,80;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AC;Henri Evenepoelstraat;2020;63,95;SFH terraced;1;residential;1962;6,86;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AD;Henri Evenepoelstraat;2020;62,63;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AE;Henri Evenepoelstraat;2020;55,58;SFH terraced;1;residential;1962;6,75;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AF;Henri Evenepoelstraat;2020;57,25;SFH terraced;1;residential;1962;6,88;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AG;Henri Evenepoelstraat;2020;56,58;SFH terraced;1;residential;1962;6,79;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AH;Henri Evenepoelstraat;2020;63,79;SFH terraced;1;residential;1962;6,85;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AI;Henri Evenepoelstraat;2020;69,96;SFH terraced;1;residential;1962;6,74;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AJ;Henri Evenepoelstraat;2020;56,22;SFH terraced;1;residential;1962;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AK;Henri Evenepoelstraat;2020;55,58;SFH terraced;1;residential;1962;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AL;Henri Evenepoelstraat;2020;64,56;SFH terraced;1;residential;1962;6,82;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AM;Henri Evenepoelstraat;2020;57,44;SFH terraced;1;residential;1962;6,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AN;Henri Evenepoelstraat;2020;63,71;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AO;Henri Evenepoelstraat;2020;58,22;SFH terraced;1;residential;1962;6,88;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AP;Henri Evenepoelstraat;2020;63,69;SFH terraced;1;residential;1962;6,86;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AQ;Henri Evenepoelstraat;2020;63,45;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AR;Henri Evenepoelstraat;2020;62,95;SFH terraced;1;residential;1962;6,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16AS;Henri Evenepoelstraat;2020;63,89;SFH terraced;1;residential;1962;6,75;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16Z;Henri Evenepoelstraat;2020;56,42;SFH terraced;1;residential;1962;6,86;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
16A;James Ensorstraat;2020;64,05;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;597;;double;;;0;;;152,00;;;;;;
16AZ;James Ensorstraat;2020;53,90;SFH terraced;1;residential;1962;6,88;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16B;James Ensorstraat;2020;67,93;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16BA;James Ensorstraat;2020;53,56;SFH terraced;1;residential;1962;6,85;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16BB;James Ensorstraat;2020;53,67;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16BN;James Ensorstraat;2020;68,35;SFH terraced;1;residential;1962;6,89;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16BO;James Ensorstraat;2020;66,07;SFH terraced;1;residential;1962;6,86;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16BT;James Ensorstraat;2020;64,63;SFH terraced;1;residential;1962;6,85;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16C;James Ensorstraat;2020;61,92;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16D;James Ensorstraat;2020;64,31;SFH terraced;1;residential;1962;6,86;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16E;James Ensorstraat;2020;66,81;SFH terraced;1;residential;1962;6,82;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16F;James Ensorstraat;2020;66,41;SFH terraced;1;residential;1962;6,85;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16G;James Ensorstraat;2020;55,99;SFH terraced;1;residential;1962;6,78;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16H;James Ensorstraat;2020;63,72;SFH terraced;1;residential;1962;6,79;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16I;James Ensorstraat;2020;55,83;SFH terraced;1;residential;1962;6,82;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16J;James Ensorstraat;2020;65,58;SFH terraced;1;residential;1962;6,87;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16K;James Ensorstraat;2020;63,71;SFH terraced;1;residential;1962;6,81;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16L;James Ensorstraat;2020;66,90;SFH terraced;1;residential;1962;6,82;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16M;James Ensorstraat;2020;70,87;SFH terraced;1;residential;1962;6,82;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
16N;James Ensorstraat;2020;55,81;SFH terraced;1;residential;1962;6,83;2;brick;;0,00;;;;;;0;;;152,00;;;;;;
17D;Sint-Bernardsesteenweg;2020;88,76;SFH terraced;1;mixed (residential, bar);1970;9,75;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17E;Schijfstraat;2020;89,82;SFH terraced;1;residential;1955;12,63;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17G;Schijfstraat;2020;86,41;SFH terraced;1;residential;1950;12,13;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17I;Schijfstraat;2020;117,99;SFH terraced;1;residential;1950;12,45;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17J;Schijfstraat;2020;350,94;SFH terraced;1;residential;1990;11,77;2;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
17K;Schijfstraat;2020;89,86;SFH terraced;1;residential;1960;12,50;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17M;Schijfstraat;2020;49,96;SFH terraced;1;residential;1955;11,93;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17N;Sint-Bernardsesteenweg;2020;157,95;SFH terraced;1;mixed (residential, restaurant);1965;12,43;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17O;Schijfstraat;2020;82,96;SFH terraced;1;residential;1960;12,60;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17P;Schijfstraat;2020;73,83;SFH terraced;1;residential;1960;13,09;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17R;Schijfstraat;2020;480,92;SFH terraced;1;residential;1955;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17S;Schijfstraat;2020;56,69;SFH terraced;1;residential;1950;11,94;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17T;Sint-Bernardsesteenweg;2020;145,85;SFH terraced;1;mixed (residential, commercial);1955;11,73;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17U;Schijfstraat;2020;65,97;SFH terraced;1;residential;1950;7,89;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17V;Schijfstraat;2020;96,76;SFH terraced;1;residential;1955;12,44;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17W;Schijfstraat;2020;411,07;SFH terraced;1;residential;1955;7,32;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17Y;Schijfstraat;2020;55,69;SFH terraced;1;residential;1955;13,13;2;brick;;0,00;523;;;;;0;;;;;;;;;
17Z;Tirstraat;2020;78,63;SFH terraced;1;residential;1960;12,37;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17B;Schijfstraat;2020;82,76;SFH terraced;1;residential;1970;9,95;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17H;Schijfstraat;2020;92,72;SFH terraced;1;residential;1955;12,15;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17X;Sint-Bernardsesteenweg;2020;133,90;SFH terraced;1;mixed (residential, commercial);1955;10,48;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AW;Frans Hensstraat;2020;79,75;SFH terraced;1;residential;1950;6,80;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AY;Frans Hensstraat;2020;94,27;SFH terraced;1;residential;1950;6,79;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AZ;Frans Hensstraat;2020;73,57;SFH terraced;1;residential;1950;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18BA;Frans Hensstraat;2020;80,35;SFH terraced;1;residential;1950;6,97;2;brick;;0,00;686;;;;;0;;;;;;;;;
18BB;Frans Hensstraat;2020;91,24;SFH terraced;1;residential;1950;6,75;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18BC;Frans Hensstraat;2020;90,98;SFH terraced;1;residential;1950;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18BD;Frans Hensstraat;2020;81,70;SFH terraced;1;residential;1950;6,73;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AB;Schijfstraat;2020;82,82;SFH terraced;1;residential;1955;12,22;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AD;Schijfstraat;2020;62,58;SFH terraced;1;residential;1955;11,85;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AE;Schijfstraat;2020;72,95;SFH terraced;1;residential;1990;11,81;2;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18AG;Schijfstraat;2020;126,81;SFH terraced;1;residential;1951;6,99;2;brick;10 cm insulated (polyurethaan);0,00;420;gas;;;;0;;;136,00;;;;;;
18AH;Schijfstraat;2020;62,51;SFH terraced;1;residential;1955;11,72;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AJ;Schijfstraat;2020;64,75;SFH terraced;1;residential;1955;11,89;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AK;Schijfstraat;2020;59,63;SFH terraced;1;residential;1955;11,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AM;Schijfstraat;2020;67,01;SFH terraced;1;residential;1955;11,79;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AN;Schijfstraat;2020;89,30;SFH terraced;1;residential;1980;11,35;2;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18AQ;Schijfstraat;2020;102,01;SFH terraced;1;residential;1951;6,82;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AS;Schijfstraat;2020;60,35;SFH terraced;1;residential;1960;12,03;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AT;Schijfstraat;2020;73,64;SFH terraced;1;residential;1980;12,90;2;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18AU;Schijfstraat;2020;61,31;SFH terraced;1;residential;1960;12,05;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AV;Schijfstraat;2020;65,23;SFH terraced;1;residential;1955;12,68;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18R;Schijfstraat;2020;59,88;SFH terraced;1;residential;1955;11,79;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18T;Schijfstraat;2020;67,03;SFH terraced;1;residential;1955;11,73;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18U;Schijfstraat;2020;73,54;SFH terraced;1;residential;1960;12,60;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18V;Schijfstraat;2020;80,44;SFH terraced;1;residential;1955;11,73;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18W;Schijfstraat;2020;101,96;SFH terraced;1;residential;1980;11,98;2;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18Y;Schijfstraat;2020;59,51;SFH terraced;1;residential;1955;11,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18Z;Schijfstraat;2020;85,28;SFH terraced;1;residential;1960;12,27;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AA;Schijfstraat;2020;79,84;SFH terraced;1;residential;1990;13,25;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18AL;Schijfstraat;2020;56,80;SFH terraced;1;residential;1955;13,68;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18AO;Schijfstraat;2020;91,21;SFH terraced;1;residential;1951;11,32;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AH;Schijfstraat;2020;95,72;SFH terraced;1;residential;1970;13,16;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AM;Schijfstraat;2020;92,71;SFH terraced;1;residential;1955;12,01;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AO;Schijfstraat;2020;86,20;SFH terraced;1;residential;1950;12,22;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AP;Schijfstraat;2020;113,64;SFH terraced;1;residential;1950;12,20;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AQ;Schijfstraat;2020;93,92;SFH terraced;1;residential;1950;11,33;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AS;Schijfstraat;2020;192,56;SFH terraced;1;residential;1955;11,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AT;Schijfstraat;2020;70,21;SFH terraced;1;residential;1955;11,93;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AU;Schijfstraat;2020;99,78;SFH terraced;1;residential;1955;12,39;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AW;Schijfstraat;2020;56,01;SFH terraced;1;residential;1960;11,42;2;parament;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AC;Schijfstraat;2020;79,69;SFH terraced;1;residential;1955;11,83;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AD;Schijfstraat;2020;168,14;SFH terraced;1;residential;1955;11,94;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AF;Schijfstraat;2020;75,79;SFH terraced;1;residential;1955;12,37;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
